Obs.Number,ID,Date,Rank,Age,Srv.Branch,Major.Cause.of.Death,Minor.Cause.of.Death,Where,Hometown,State,Country,Julian
1354,1358,11/15/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Fallujah,Kokomo,Indiana,US,16390
1355,1357,11/15/2004,Sergeant,25,U.S. Marine,Hostile,hostile fire,Fallujah,San Diego,California,US,16390
1356,1356,11/15/2004,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Fallujah,Gilroy,California,US,16390
1357,1354,11/15/2004,Lance Corporal,23,U.S. Marine,Hostile,hostile fire,Fallujah,La Vista,Nebraska,US,16390
1358,1353,11/15/2004,Lance Corporal,19,U.S. Marine,Hostile,hostile fire,Fallujah,Marion,West Virginia,US,16390
1359,1352,11/15/2004,Lance Corporal,19,U.S. Marine,Hostile,hostile fire,Fallujah,Bedford,Massachusetts,US,16390
1360,1361,11/15/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Ramadi,Marion/Upland,Indiana,US,16390
1361,1359,11/15/2004,Captain,34,U.S. Marine,Hostile,hostile fire,Ramadi,St. Augustine,Florida,US,16390
1362,1355,11/15/2004,Corporal,25,U.S. Marine,Hostile,hostile fire - explosion,Ramadi,Gloucester City,New Jersey,US,16390
1363,1368,11/16/2004,Lance Corporal,20,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Temple,Texas,US,16391
1364,1367,11/16/2004,Sergeant,26,U.S. Marine,Hostile,hostile fire,Fallujah,Paducah,Kentucky,US,16391
1365,1366,11/16/2004,1st Lieutenant,24,U.S. Army,Hostile,hostile fire - car bomb,Khaldiyah,Lewiston,Idaho,US,16391
1366,1365,11/16/2004,Staff Sergeant,27,U.S. Army,Non-hostile,vehicle accident,Khaldiyah,Nags Head,North Carolina,US,16391
1367,1364,11/16/2004,Specialist,27,U.S. Army,Non-hostile,vehicle accident,Kirkuk,Duluth,Minnesota,US,16391
1368,1363,11/16/2004,Private 1st Class,21,U.S. Army,Hostile,hostile fire - IED attack,Qayyarah,Santa Clarita,California,US,16391
1369,1369,11/17/2004,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Fallujah,Gregory,Michigan,US,16392
1370,1370,11/18/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Los Angeles,California,US,16393
1371,1371,11/18/2004,Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Philadelphia,Pennsylvania,US,16393
1372,1372,11/19/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire - sniper fire,"Bethesda Naval Hosp., MD",Phoenix,Arizona,US,16394
1373,1376,11/19/2004,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Fallujah,Martinsville,Virginia,US,16394
1374,1375,11/19/2004,Corporal,20,U.S. Marine Reserve,Hostile,hostile fire,Fallujah,Charlottesville,Virginia,US,16394
1375,1374,11/19/2004,Lance Corporal,19,U.S. Marine,Hostile,"hostile fire - small arms fire, grenades",Fallujah,American Canyon,California,US,16394
1376,1373,11/19/2004,Lance Corporal,29,U.S. Marine,Hostile,"hostile fire - small arms fire, RPG",Fallujah,New York,New York,US,16394
1377,1377,11/20/2004,Sergeant,22,U.S. Army National Guard,Hostile,hostile fire,Baghdad,Orchard Park/W. Seneca,New York,US,16395
1378,1379,11/20/2004,Sergeant,23,U.S. Army,Hostile,hostile fire - IED attack,Muqdadiyah,Dale City,Virginia,US,16395
1379,1380,11/20/2004,Corporal,22,U.S. Marine,Hostile,hostile fire,Ramadi,Santa Maria,California,US,16395
1380,1378,11/20/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Ramadi,Rapid City,South Dakota,US,16395
1381,1381,11/22/2004,Specialist,22,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Washtucna,Washington,US,16397
1382,1382,11/22/2004,Corporal,23,U.S. Marine,Hostile,hostile fire,Fallujah,Jacobus,Pennsylvania,US,16397
1383,1383,11/23/2004,Sergeant,24,U.S. Marine,Hostile,hostile fire - IED attack,"Bethesda Naval Hosp., MD",Green Bay,Wisconsin,US,16398
1384,1384,11/24/2004,Sergeant,25,U.S. Marine,Hostile,hostile fire - IED attack,"Bethesda Naval Hosp., MD",Falls City,Nebraska,US,16399
1385,1385,11/24/2004,Specialist,21,U.S. Army,Hostile,hostile fire - IED attack,Ramadi,Lomita,California,US,16399
1386,1386,11/25/2004,Private 1st Class,22,U.S. Marine Reserve,Hostile,hostile fire - IED attack,Al Anbar Province,Beaver Dam,Wisconsin,US,16400
1387,1388,11/25/2004,Corporal,22,U.S. Marine,Hostile,hostile fire,Fallujah,Warren,Michigan,US,16400
1388,1387,11/25/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire - grenade,Fallujah,Hartford/White River Jct.,Vermont,US,16400
1389,1393,11/26/2004,Lance Corporal,25,U.S. Marine,Hostile,hostile fire,Fallujah,Winston Salem,North Carolina,US,16401
1390,1392,11/26/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire - grenade,Fallujah,Mobile,Alabama,US,16401
1391,1391,11/26/2004,Lance Corporal,19,U.S. Marine,Non-hostile,unspecified cause,Fallujah,Tulsa,Oklahoma,US,16401
1392,1390,11/26/2004,Private 1st Class,20,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Worthington,Ohio,US,16401
1393,1389,11/26/2004,Private,31,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Dallas,Texas,US,16401
1394,1396,11/27/2004,Specialist,27,U.S. Army,Hostile,hostile fire - IED attack,Balad,Albuquerque,New Mexico,US,16402
1395,1397,11/27/2004,Lance Corporal,19,U.S. Marine,Hostile,hostile fire,Fallujah,Tucson,Arizona,US,16402
1396,1394,11/27/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Napa,California,US,16402
1397,1395,11/27/2004,Sergeant,24,U.S. Army National Guard,Hostile,hostile fire - sniper fire,Walter Reed Medical Ctr.,Camden,Arkansas,US,16402
1398,1400,11/28/2004,Sergeant,22,U.S. Army,Non-hostile,vehicle accident,As Sadiyah,Los Angeles,California,US,16403
1399,1399,11/28/2004,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Babil Province,Panacea,Florida,US,16403
1400,1398,11/28/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Babil Province,Manchester,New Hampshire,US,16403
1401,1403,11/28/2004,Private 1st Class,20,U.S. Army,Hostile,hostile fire,Ramadi,Clark,New Jersey,US,16403
1402,1402,11/28/2004,Sergeant,23,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Oklahoma City,Oklahoma,US,16403
1403,1401,11/28/2004,Staff Sergeant,25,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Grand Junction,Colorado,US,16403
1404,1406,11/29/2004,Specialist,20,U.S. Army National Guard,Non-hostile,vehicle accident,Al Kut,Orlando,Florida,US,16404
1405,1407,11/29/2004,Specialist,24,U.S. Army,Hostile,hostile fire - IED attack,Alazu,Harney/Cascade,Maryland,US,16404
1406,1405,11/29/2004,Private 1st Class,29,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Baldwin,New York,US,16404
1407,1404,11/29/2004,Sergeant,39,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Bronx,New York,US,16404
1408,1408,11/29/2004,Lance Corporal,20,U.S. Marine,Hostile,hostile fire,Fallujah,Pearl City,Hawaii,US,16404
1409,1410,11/30/2004,Sergeant,26,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Brooklyn,New York,US,16405
1410,1409,11/30/2004,Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Fallujah,Stafford/Missouri City,Texas,US,16405
1411,1413,12/1/2004,Corporal,23,U.S. Marine Reserve,Hostile,hostile fire,Al Anbar Province,Corpus Christi,Texas,US,16406
1412,1414,12/1/2004,Corporal,22,U.S. Marine,Non-hostile,vehicle accident,Al Anbar Province,Otterbein,Indiana,US,16406
1413,1411,12/1/2004,Sergeant,21,U.S. Army National Guard,Non-hostile,vehicle accident,Baghdad,Watervliet/Green Island,New York,US,16406
1414,1412,12/1/2004,Gunnery Sergeant,36,U.S. Marine,Hostile,hostile fire,Ramadi,Falls Church,Virginia,US,16406
1415,1415,12/2/2004,Private 1st Class,22,U.S. Army,Hostile,hostile fire - small arms fire,Mosul,Knoxville,Tennessee,US,16407
1416,1419,12/3/2004,Corporal,21,U.S. Marine,Hostile,hostile fire - suicide car bomb,Jordan border crossing,Millstadt,Illinois,US,16408
1417,1418,12/3/2004,Corporal,20,U.S. Marine,Hostile,hostile fire - suicide car bomb,Jordan border crossing,Alexandria,Virginia,US,16408
1418,1416,12/3/2004,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Kirkuk,Maple Shade,New Jersey,US,16408
1419,1417,12/3/2004,Staff Sergeant,38,U.S. Army National Guard,Hostile,hostile fire - IED attack,Taji,Bronx,New York,US,16408
1420,1421,12/4/2004,Sergeant,28,U.S. Army,Hostile,hostile fire - IED attack,Al Ghalibiyah,Depew/Cheektowaga,New York,US,16409
1421,1420,12/4/2004,Sergeant,24,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Whitesboro,Texas,US,16409
1422,1424,12/4/2004,Corporal,45,U.S. Army National Guard,Non-hostile,vehicle accident,Baghdad,Brooklyn,New York,US,16409
1423,1423,12/4/2004,Sergeant,24,U.S. Army,Hostile,hostile fire,Mosul,Hammond,Oregon,US,16409
1424,1422,12/4/2004,Staff Sergeant,23,U.S. Army,Hostile,hostile fire,Mosul,Pago Pago,American Samoa,US,16409
1425,1427,12/5/2004,Specialist,36,U.S. Army,Hostile,hostile fire - IED attack,Habbaniyah,San Jose,California,US,16410
1426,1426,12/5/2004,Staff Sergeant,27,U.S. Army,Hostile,hostile fire - IED attack,Habbaniyah,Euless,Texas,US,16410
1427,1425,12/5/2004,Staff Sergeant,28,U.S. Army,Hostile,hostile fire - IED attack,Habbaniyah,Goshen,Indiana,US,16410
1428,1428,12/5/2004,Private 1st Class,25,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Kirkland,Washington,US,16410
1429,1429,12/7/2004,Corporal,23,U.S. Marine,Non-hostile,vehicle accident,Al Anbar Province,Warren,Michigan,US,16412
1430,1430,12/7/2004,Captain,30,U.S. Army,Hostile,hostile fire - small arms fire,Baghdad,Springfield,Virginia,US,16412
1431,1431,12/7/2004,Sergeant 1st Class,37,U.S. Army,Hostile,hostile fire - IED attack,Khaldiyah,Lufkin,Texas,US,16412
1432,1432,12/8/2004,Sergeant,31,U.S. Army,Hostile,hostile fire - small arms fire,Ramadi,Edgewater,Florida,US,16413
1433,1433,12/9/2004,Private 1st Class,20,U.S. Marine,Hostile,hostile fire,Fallujah,Albuquerque,New Mexico,US,16414
1434,1436,12/9/2004,Corporal,21,U.S. Marine,Hostile,hostile fire - mortar attack,Kaiserslautern,Oxford,Pennsylvania,US,16414
1435,1435,12/9/2004,Chief Warrant Officer,39,U.S. Army National Guard,Non-hostile,helicopter crash,Mosul,Rock Hill,South Carolina,US,16414
1436,1434,12/9/2004,1st Lieutenant,25,U.S. Army National Guard,Non-hostile,helicopter crash,Mosul,Campobello,South Carolina,US,16414
1437,1438,12/11/2004,Specialist,21,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Ashford,Connecticut,US,16416
1438,1437,12/11/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Littleton,Colorado,US,16416
1439,1446,12/12/2004,Private 1st Class,19,U.S. Army,Non-hostile,weapon discharge,Baghdad,Defiance,Ohio,US,16417
1440,1445,12/12/2004,Lance Corporal,25,U.S. Marine,Hostile,hostile fire,Fallujah,Pasco,Florida,US,16417
1441,1444,12/12/2004,Sergeant,24,U.S. Marine,Hostile,hostile fire,Fallujah,Baton Rouge,Louisiana,US,16417
1442,1443,12/12/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Lake Hughes,California,US,16417
1443,1442,12/12/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Camp Fulton,Arkansas,US,16417
1444,1441,12/12/2004,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Fallujah,Ingleside,Texas,US,16417
1445,1440,12/12/2004,Staff Sergeant,38,U.S. Marine,Hostile,hostile fire,Fallujah,Moore,Oklahoma,US,16417
1446,1439,12/12/2004,Lance Corporal,23,U.S. Marine,Hostile,hostile fire,Fallujah,Fayetteville,Georgia,US,16417
1447,1447,12/13/2004,Sergeant,22,U.S. Army Reserve,Non-hostile,vehicle accident ,An Nasiriyah,Tucson,Arizona,US,16418
1448,1449,12/13/2004,Private 1st Class,21,U.S. Marine Reserve,Hostile,hostile fire,Babil Province,Oshkosh,Wisconsin,US,16418
1449,1448,12/13/2004,Lance Corporal,22,U.S. Marine Reserve,Hostile,hostile fire,Babil Province,Waukesha,Wisconsin,US,16418
1450,1451,12/14/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Modesto,California,US,16419
1451,1450,12/14/2004,Specialist,21,U.S. Army,Hostile,hostile fire - sniper fire,Kalsu,Bronx,New York,US,16419
1452,1454,12/15/2004,Junior Warrant Officer,28,Polish Army,Non-hostile,helicopter crash,Karbala,Dzielna (nr. Opoczno),Poland,POL,16420
1453,1453,12/15/2004,Warrant Officer Cl. II,30,Polish Army,Non-hostile,helicopter crash,Karbala,Truskolasy,Poland,POL,16420
1454,1452,12/15/2004,Captain,34,Polish Army,Non-hostile,helicopter crash,Karbala,Legnica,Poland,POL,16420
1455,1455,12/16/2004,Lance Corporal,24,U.S. Marine,Hostile,hostile fire,Fallujah,San Antonio,Texas,US,16421
1456,1457,12/19/2004,Staff Sergeant,33,U.S. Army,Non-hostile,vehicle accident,Ash Shuaybah,Zion,Illinois,US,16424
1457,1456,12/19/2004,Sergeant,23,U.S. Army,Non-hostile,vehicle accident,Ash Shuaybah,League City,Texas,US,16424
1458,1472,12/21/2004,Lance Corporal,21,U.S. Marine,Non-hostile,vehicle accident,Al Qaim,Lena,Illinois,US,16426
1459,1471,12/21/2004,Sergeant Major,38,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Manassas,Virginia,US,16426
1460,1470,12/21/2004,Staff Sergeant,33,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Bluefield,West Virginia,US,16426
1461,1469,12/21/2004,Staff Sergeant,47,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Brooklyn,New York,US,16426
1462,1468,12/21/2004,Staff Sergeant,23,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Castro Valley,California,US,16426
1463,1467,12/21/2004,Captain,31,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Charlotte,North Carolina,US,16426
1464,1466,12/21/2004,Corporal,21,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Corona,California,US,16426
1465,1465,12/21/2004,Private 1st Class,22,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Jeanerette,Louisiana,US,16426
1466,1464,12/21/2004,Corporal,26,U.S. Army,Hostile,hostile fire - suicide bomber,Mosul,Stewart,Tennessee,US,16426
1467,1463,12/21/2004,Chief Petty Officer,37,U.S. Navy,Hostile,hostile fire - suicide bomber,Mosul,Arlington,Virginia,US,16426
1468,1462,12/21/2004,Sergeant 1st Class,30,U.S. Army Reserve,Hostile,hostile fire - suicide bomber,Mosul,Bridgeport,Pennsylvania,US,16426
1469,1461,12/21/2004,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - suicide bomber,Mosul,North Stafford,Virginia,US,16426
1470,1460,12/21/2004,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - suicide bomber,Mosul,King George,Virginia,US,16426
1471,1459,12/21/2004,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - suicide bomber,Mosul,Somerville,Maine,US,16426
1472,1458,12/21/2004,Sergeant,47,U.S. Army National Guard,Hostile,hostile fire - suicide bomber,Mosul,Freedom,Maine,US,16426
1473,1473,12/23/2004,1st Lieutenant,32,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Baton Rouge,Louisiana,US,16428
1474,1476,12/23/2004,Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Troy [Lincoln Co.],Montana,US,16428
1475,1475,12/23/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Hillsboro,Florida,US,16428
1476,1474,12/23/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Fallujah,Indianapolis,Indiana,US,16428
1477,1477,12/26/2004,Sergeant,33,British Army,Non-hostile,weapon discharge (suicide),Basra,Crawley [W. Sussex],England,UK,16431
1478,1479,12/27/2004,Specialist,26,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Mayaguez,Puerto Rico,US,16432
1479,1478,12/27/2004,Staff Sergeant,36,U.S. Army National Guard,Hostile,hostile fire - IED attack,Tikrit,Loyal,Wisconsin,US,16432
1480,1481,12/28/2004,Staff Sergeant,31,U.S. Marine Reserve,Non-hostile,unspecified cause,Al Anbar Province,Mount Clemens,Michigan,US,16433
1481,1482,12/28/2004,Staff Sergeant,31,U.S. Army,Non-hostile,vehicle accident,Baghdad,Reston,Virginia,US,16433
1482,1480,12/28/2004,Seaman,22,U.S. Navy,Non-hostile,weapon discharge,Fallujah,Anaheim,California,US,16433
1483,1483,12/29/2004,Private 1st Class,19,U.S. Army,Hostile,hostile fire - IED attack,Mosul,Modesto,California,US,16434
1484,1484,12/29/2004,Sergeant,21,U.S. Army National Guard,Hostile,hostile fire - IED attack,Walter Reed Medical Ctr.,Bossier City,Louisiana,US,16434
1485,1485,12/30/2004,Sergeant,26,U.S. Army National Guard,Hostile,hostile fire - small arms fire,Baghdad,Pullman,Washington,US,16435
1486,1486,12/31/2004,Lance Corporal,21,U.S. Marine,Hostile,hostile fire,Al Anbar Province,Phoenix,Arizona,US,16436
1487,1487,1/1/2005,Lance Corporal,19,U.S. Marine,Hostile,hostile fire,Al Anbar Province,West Milford,New Jersey,US,16437
1488,1488,1/1/2005,Specialist,21,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Buffalo,New York,US,16437
1489,1489,1/3/2005,Sergeant,22,U.S. Marine,Hostile,hostile fire,Fallujah,Council Bluffs,Iowa,US,16439
1490,1490,1/4/2005,Private 1st Class,20,U.S. Army,Hostile,hostile fire - IED attack,Balad,Spanaway,Washington,US,16440
1491,1495,1/4/2005,Sergeant,25,U.S. Army,Hostile,hostile fire - RPG attack,"Brooke Army Med Center, TX",Atlanta,Georgia,US,16440
1492,1493,1/4/2005,Corporal,44,U.S. Army National Guard,Hostile,hostile fire - IED attack,Taji,Floral,Arkansas,US,16440
1493,1492,1/4/2005,Sergeant,33,U.S. Army National Guard,Hostile,hostile fire - IED attack,Taji,Evening Shade,Arkansas,US,16440
1494,1491,1/4/2005,Specialist,28,U.S. Army National Guard,Hostile,hostile fire - IED attack,Taji,Mabelvale,Arkansas,US,16440
1495,1494,1/4/2005,Private,21,U.S. Army,Hostile,hostile fire - RPG attack,Tall Afar,Beech Grove,Indiana,US,16440
1496,1496,1/6/2005,Lance Corporal,22,U.S. Marine,Hostile,hostile fire,Al Qaim,Pharr,Texas,US,16442
1497,1504,1/6/2005,Private 1st Class,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Bloomingburg,New York,US,16442
1498,1503,1/6/2005,Sergeant,29,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Marrero,Louisiana,US,16442
1499,1502,1/6/2005,Sergeant,20,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Houma,Louisiana,US,16442
1500,1501,1/6/2005,Sergeant,24,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,LaPlace,Louisiana,US,16442
1501,1500,1/6/2005,Sergeant,25,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Houma,Louisiana,US,16442
1502,1499,1/6/2005,Sergeant,27,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Houma,Louisiana,US,16442
1503,1498,1/6/2005,Sergeant 1st Class,34,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Raceland,Louisiana,US,16442
1504,1497,1/6/2005,Sergeant,25,U.S. Marine,Hostile,hostile fire,Ramadi,Spiro,Oklahoma,US,16442
1505,1505,1/7/2005,Private 1st Class,27,U.S. Army,Non-hostile,vehicle accident,Ramadi,Las Vegas,Nevada,US,16443
1506,1514,1/9/2005,Senior Sergeant,37,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Panievich,Ukraine,UKR,16445
1507,1513,1/9/2005,Senior Sergeant,33,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Pervomais  kyi[Kharkiv D.],Ukraine,UKR,16445
1508,1512,1/9/2005,Warrant Officer,35,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Bolgrad [Odessa Dist.],Ukraine,UKR,16445
1509,1511,1/9/2005,Captain,31,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Zhytomyr,Ukraine,UKR,16445
1510,1510,1/9/2005,Captain,28,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Oziornoye,Ukraine,UKR,16445
1511,1509,1/9/2005,Captain,29,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Khmielnitskyi Distr.,Ukraine,UKR,16445
1512,1508,1/9/2005,Lieutenant Colonel,40,Ukrainian Army,Hostile,hostile fire - IED attack,As Suaydat,Kovel,Ukraine,UKR,16445
1513,1507,1/9/2005,Captain,29,Kazakh Army,Hostile,hostile fire - IED attack,As Suaydat,Katon-Karagai Dist.,Kazakhstan,KAZ,16445
1514,1506,1/9/2005,Specialist,20,U.S. Army,Hostile,hostile fire - IED attack,Baghdad,Cass Lake,Minnesota,US,16445
1515,1515,1/9/2005,Chief Warrant Officer,36,Ukrainian Army,Hostile,hostile fire - IED attack,Baghdad,Vysokaya Piechi,Ukraine,UKR,16445
1516,1516,1/9/2005,Corporal,23,U.S. Marine Reserve,Hostile,hostile fire,Hit,Round Rock,Texas,US,16445
1517,1518,1/10/2005,Staff Sergeant,34,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Kinder,Louisiana,US,16446
1518,1517,1/10/2005,Sergeant,22,U.S. Army National Guard,Hostile,hostile fire - IED attack,Baghdad,Pineville,Louisiana,US,16446
1519,1519,1/11/2005,Specialist,24,U.S. Army,Hostile,hostile fire - RPG attack,Ramadi,Media,Pennsylvania,US,16447
1520,1522,1/13/2005,Lance Corporal,21,U.S. Marine Reserve,Hostile,hostile fire,Hit,Fulton,Texas,US,16449
1521,1521,1/13/2005,Lance Corporal,23,U.S. Marine Reserve,Hostile,hostile fire,Hit,Laredo/El Cenizo,Texas,US,16449
1522,1520,1/13/2005,Sergeant 1st Class,36,U.S. Army,Hostile,hostile fire - IED attack,Mosul,Phoenix,Arizona,US,16449
1523,1523,1/13/2005,Private 1st Class,19,U.S. Army,Non-hostile,unspecified injury,Mosul,Forestburg,South Dakota,US,16449
1524,1524,1/14/2005,Corporal,21,U.S. Marine,Non-hostile,unspecified accident,Ramadi,Corpus Christi,Texas,US,16450
1525,1525,1/15/2005,Sergeant,26,U.S. Marine,Hostile,hostile fire - IED attack,Babil Province,Wakefield/Sedley,Virginia,US,16451
1526,1526,1/15/2005,Sergeant,24,U.S. Army,Non-hostile,unspecified injury,Mosul,Bronx,New York,US,16451
1527,1527,1/16/2005,Specialist,21,U.S. Army National Guard,Non-hostile,vehicle accident,Baghdad,Blairstown,New Jersey,US,16452
